"Categoria";"Decorrenza";"Scadenza";"Stato File";"Anno Scadenza";"Anno Stipula";"Tipologia";"Anno Decorrenza";"Codice CCNL";"Stipula";"Ultimo vigente";
"MARITTIMI: Stato Maggiore Navi Locali";"01/01/2003";"31/12/2006";"C";"2006";"2003";"Accordo di rinnovo";"2003";"I632030";"16/07/2003";"";
"MARITTIMI: Cap. Macchina e Lungo Corso Navi speciali";"01/01/2004";"";"C";"";"2003";"Accordo di rinnovo";"2004";"I451030";"16/07/2003";"SI";
"MARITTIMI: Stato Maggiore Societa' ex P.I.N.";"01/01/2003";"31/12/2006";"C";"2006";"2003";"Accordo di rinnovo";"2003";"I653030";"16/07/2003";"SI";
"FOTO LABORATORI CONTO TERZI";"01/01/2008";"30/09/2012";"C";"2012";"2008";"Accordo di rinnovo";"2008";"G511";"16/07/2008";"SI";
"BANCARI: Casse Rurali e Artigiane - Credito Cooperativo";"01/01/2008";"31/12/2010";"C";"2010";"2008";"Testo definitivo";"2008";"J271";"16/07/2008";"SI";
"PELLI E SUCCEDANEI: Industrie";"01/10/1997";"30/06/1999";"C";"1999";"1997";"Economico 2. biennio";"1997";"D111970";"16/09/1997";"";
"ALIMENTARISTI: P.M.I.";"";"";"C";"";"2010";"Accordo di rinnovo";"";"E018";"16/09/2010";"";
"CARTARIE E CARTOTECNICHE-EDITORIA E GRAFICA: P.M.I.";"01/07/2009";"30/06/2012";"C";"2012";"2010";"Accordo di rinnovo";"2009";"G029";"16/09/2010";"SI";
"METANO";"01/10/1987";"30/11/1990";"C";"1990";"1987";"Testo definitivo";"1987";"B262870";"16/10/1987";"";
"ASSICURAZIONI: Dipendenti (AISA-AISSA)";"01/11/1992";"30/09/1994";"C";"1994";"1992";"Testo definitivo";"1992";"J131920";"16/10/1992";"";
"CONI";"01/01/1996";"31/12/1997";"C";"1997";"1997";"Economico 2. biennio";"1996";"S641970";"16/10/1997";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"C";"";"2000";"Verbale integrativo";"";"J257000";"16/10/2000";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"C";"";"2000";"Verbale integrativo";"";"J267000";"16/10/2000";"";
"MEDIATORI DEI CREDITI E AGENTI IN SERVIZI FINANZIARI";"01/10/2000";"30/09/2004";"C";"2004";"2000";"Testo definitivo";"2000";"J2E1000";"16/10/2000";"";
"EDITORIE E GRAFICA (Fotografi ed Affini): Artigiane";"01/07/2001";"";"C";"";"2002";"Verbale integrativo";"2001";"G015021";"16/10/2002";"";
"ALBERGHI: Dipendenti Catene Alberghiere";"01/01/2002";"31/12/2005";"C";"2005";"2003";"Accordo di rinnovo";"2002";"H062032";"16/10/2003";"";
"IPPICA: Addetti al totalizzatore  ingressi e ss.vv.";"01/11/2007";"31/12/2010";"C";"2010";"2007";"Accordo di rinnovo";"2007";"GI95070";"16/10/2007";"SI";
"COLF E BADANTI: Cooperative";"01/10/2008";"30/09/2012";"C";"2012";"2008";"Testo definitivo";"2008";"H507";"16/10/2008";"SI";
"UNIVERSITA'";"01/01/2006";"31/12/2009";"C";"2009";"2008";"Testo definitivo";"2006";"S331";"16/10/2008";"SI";
"IMPRESE FORNITRICI LAVORO TEMPORANEO";"";"23/07/2012";"C";"2012";"2008";"Verbale Integrativo";"";"V211";"16/10/2008";"SI";
"AGENTI DI COMMERCIO: Aziende Industriali";"01/09/1988";"31/12/1991";"C";"1991";"1988";"Testo definitivo";"1988";"H081880";"16/11/1988";"";
"GIORNALISTI";"01/10/1995";"30/09/1999";"C";"1999";"1995";"Accordo di rinnovo";"1995";"G031950";"16/11/1995";"";
"GIORNALISTI";"01/10/1995";"30/09/1999";"C";"1999";"1995";"Testo definitivo";"1995";"G031951";"16/11/1995";"";
"ENTI LOCALI - REGIONI: Dirigenti";"01/01/1994";"31/12/1997";"C";"1997";"1995";"Testo definitivo";"1994";"S102950";"16/11/1995";"";
"AEREI: Assistenza al Volo (Dipendenti AA.VV)";"01/01/1998";"31/12/2001";"C";"2001";"1999";"Testo definitivo";"1998";"I842990";"16/11/1999";"";
"BANCARI: ABI (Quadri direttivi e aree professionali)";"";"";"C";"";"1999";"Verbale integrativo";"";"J241992";"16/11/1999";"";
"AGRICOLTURA: Aziende in conto terzi";"01/01/2002";"31/12/2003";"C";"2003";"2001";"Economico 2. biennio";"2002";"A051010";"16/11/2001";"";
"LATERIZI E MANUF. IN CEMENTO: P.M.I.";"16/11/2010";"31/03/2013";"I";"2013";"2010";"Accordo di rinnovo";"2010";"F028";"16/11/2010";"SI";
"ALBERGHI: Dirigenti";"01/01/2011";"31/12/2013";"C";"2013";"2011";"Accordo di rinnovo";"2011";"H061";"16/11/2011";"SI";
"AGENZIE MARITTIME E AEREE: Dirigenti";"01/01/1986";"31/12/1987";"C";"1987";"1986";"Testo definitivo";"1986";"I491860";"16/12/1986";"";
"VIGILANZA PRIVATA (ANIVP)";"01/01/1991";"30/06/1994";"C";"1994";"1990";"Testo definitivo";"1991";"HV11900";"16/12/1990";"";
"LAMPADE E VALVOLE TERMOJONICHE";"01/09/1994";"31/08/1998";"C";"1998";"1994";"Accordo di rinnovo";"1994";"B142940";"16/12/1994";"";
"LAMPADE E VALVOLE TERMOJONICHE";"01/09/1994";"31/08/1998";"C";"1998";"1994";"Testo definitivo";"1994";"B142941";"16/12/1994";"";
"ORTOFRUTTA E AGRUMI (Import - Export )";"01/01/1995";"31/12/1998";"C";"1998";"1994";"Accordo di rinnovo";"1995";"H341940";"16/12/1994";"";
"ORTOFRUTTA E AGRUMI (Import - Export )";"01/01/1995";"31/12/1998";"C";"1998";"1994";"Testo definitivo";"1995";"H341941";"16/12/1994";"";
"SANITA': Personale non medico area privata";"16/12/1996";"31/12/1997";"C";"1997";"1996";"Verbale integrativo";"1996";"T011961";"16/12/1996";"";
"MARITTIMI: Navi sino a 151 Tsl Armamento Privato";"01/10/1999";"";"C";"";"1999";"Verbale integrativo";"1999";"I501991";"16/12/1999";"";
"AEREI: Assistenza di Volo (PPSS E ATI)";"15/01/2000";"31/12/2000";"C";"2000";"1999";"Accordo di rinnovo";"2000";"I841990";"16/12/1999";"";
"SANITA': Dipendenti ANFFAS";"01/01/1998";"31/12/2001";"C";"2001";"1999";"Testo definitivo";"1998";"T021990";"16/12/1999";"";
"TESSILI ABBIGLIAMENTO - CALZATURE: Artigiane";"01/01/2001";"";"C";"";"2002";"Verbale integrativo";"2001";"D015021";"16/12/2002";"";
"COMMERCIO E SERVIZI";"01/01/2001";"31/12/2002";"C";"2002";"2002";"Verbale integrativo";"2001";"H011020";"16/12/2002";"";
"LAVANDERIE  TINTORIE ... : Industrie";"01/07/2003";"30/06/2007";"C";"2007";"2003";"Testo definitivo";"2003";"D0L1031";"16/12/2003";"";
"BANCARI: ABI (Quadri direttivi e aree professionali)";"";"";"I";"";"2009";"Verbale Integrativo";"";"J241";"16/12/2009";"";
"EDILI: Artigiane";"01/01/2010";"31/12/2012";"I";"2012";"2010";"Verbale Integrativo";"2010";"F015";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"I";"";"2010";"Verbale Integrativo";"";"J257";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"I";"";"2010";"Verbale Integrativo";"";"J257";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"I";"";"2010";"Verbale Integrativo";"";"J257";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"I";"";"2010";"Verbale Integrativo";"";"J257";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Direttiva";"";"";"I";"";"2010";"Verbale Integrativo";"";"J257";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"I";"";"2010";"Verbale Integrativo";"";"J267";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"I";"";"2010";"Verbale Integrativo";"";"J267";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"I";"";"2010";"Verbale Integrativo";"";"J267";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"I";"";"2010";"Verbale Integrativo";"";"J267";"16/12/2010";"";
"BANCARI: Banca D'Italia - carriera Operativa";"";"";"I";"";"2010";"Verbale Integrativo";"";"J267";"16/12/2010";"";
"SERVIZI SOCIO-ASSISTENZIALI: Cooperative";"01/01/2010";"31/12/2012";"I";"2012";"2011";"Accordo di rinnovo";"2010";"T151";"16/12/2011";"";
"AGRICOLTURA: Operai e Florovivaisti";"16/12/2011";"16/12/2014";"I";"2014";"2011";"Testo definitivo";"2011";"A013";"16/12/2011";"SI";
"SERVIZI SOCIO-ASSISTENZIALI: Cooperative";"01/01/2010";"31/12/2012";"I";"2012";"2011";"Testo definitivo";"2010";"T151";"16/12/2011";"SI";
"ENTI LIRICI";"01/04/1987";"30/06/1990";"C";"1990";"1989";"Testo definitivo";"1987";"G369890";"17/01/1989";"";
"SACRISTI E DIPENDENTI DA PARROCCHIE";"01/01/1996";"31/12/1998";"C";"1998";"1996";"Testo definitivo";"1996";"V411960";"17/01/1996";"";
"SANITA': Personale non medico area privata";"01/01/2004";"31/12/2005";"C";"2005";"2007";"Economico 2. biennio";"2004";"T011070";"17/01/2007";"";
"LAVORO DOMESTICO";"01/01/2012";"31/12/2012";"C";"2012";"2012";"Verbale Integrativo";"2012";"H501";"17/01/2012";"";
"EDITORIE E GRAFICA (Fotografi ed Affini): Artigiane";"01/07/1997";"30/06/2001";"C";"2001";"1998";"Accordo di rinnovo";"1997";"G015980";"17/02/1998";"";
"PESCA MARITTIMA: Industrie";"01/05/1999";"31/12/2000";"C";"2000";"1999";"Economico 2. biennio";"1999";"E071990";"17/02/1999";"";
"FORZE ARMATE (Esercito - Marina - Aeronautica)";"01/01/1998";"31/12/2001";"C";"2001";"1999";"Testo definitivo";"1998";"S811990";"17/02/1999";"";
"CARABINIERI - GUARDIA DI FINANZA";"01/01/1998";"31/12/2001";"C";"2001";"1999";"Testo definitivo";"1998";"S821990";"17/02/1999";"";
"POLIZIA - PENITENZIARI - FORESTALI";"01/01/1998";"31/12/2001";"C";"2001";"1999";"Testo definitivo";"1998";"S831990";"17/02/1999";"";
"GAS e ACQUA";"01/01/2010";"31/12/2012";"C";"2012";"2011";"Accordo di rinnovo";"2010";"K321";"17/02/2011";"SI";
"MEDIATORI DEI CREDITI";"01/03/2011";"28/02/2015";"I";"2015";"2011";"Accordo di rinnovo";"2011";"J2E2";"17/02/2011";"SI";
"AGENTI IN SERVIZI FINANZIARI";"01/03/2011";"28/02/2015";"I";"2015";"2011";"Accordo di rinnovo";"2011";"J2E3";"17/02/2011";"SI";
"FERROVIE: Addetti ai Servizi in appalto";"01/01/1992";"31/12/1994";"C";"1994";"1992";"Testo definitivo";"1992";"I361920";"17/03/1992";"";
"ELETTRICI: Autoproduttori";"01/01/1991";"31/12/1994";"C";"1994";"1992";"Testo definitivo";"1991";"K011920";"17/03/1992";"";
"ASSICURAZIONI: Autonomi Agenzie INA-ASSITALIA";"17/03/1993";"30/03/1996";"C";"1996";"1993";"Testo definitivo";"1993";"J181930";"17/03/1993";"";
"MAGAZZINI GENERALI: Operai e Impiegati";"01/01/2002";"31/12/2003";"C";"2003";"2003";"Economico 2. biennio";"2002";"I231030";"17/03/2003";"";
"TERZIARIO  DISTRIBUZIONE E SERVIZI - CONFSAL FEDARCOM CIFA";"01/02/2005";"31/01/2009";"C";"2009";"2005";"Testo definitivo";"2005";"H01B";"17/03/2005";"";
"OCCHIALI: Industrie";"01/01/2006";"31/12/2007";"C";"2007";"2006";"Economico 2. biennio";"2006";"D271060";"17/03/2006";"";
"ALIMENTARISTI: Industrie";"";"";"C";"";"2008";"Verbale Integrativo";"";"E012";"17/03/2008";"";
"ESERCIZI CINEMATOGRAFICI E CINEMA-TEATRALI";"01/07/2008";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2008";"G211";"17/03/2009";"";
"EDILI: P.M.I.";"01/03/1991";"31/12/1994";"C";"1994";"1991";"Testo definitivo";"1991";"F018910";"17/04/1991";"";
"POMPE FUNEBRI: Agenzie Private";"01/05/1991";"31/12/1994";"C";"1994";"1991";"Testo definitivo";"1991";"IB11910";"17/04/1991";"";
"LEGNO  ARREDAMENTO: P.M.I.";"01/04/1997";"30/06/1999";"C";"1999";"1997";"Economico 2. biennio";"1997";"F058970";"17/04/1997";"";
"CONSORZI di Bonifica: Operai e Impiegati";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"A131020";"17/04/2002";"";
"CONSORZI di Bonifica: Operai e Impiegati";"01/01/2000";"31/12/2003";"C";"2003";"2002";"Testo definitivo";"2000";"A131021";"17/04/2002";"";
"AUTORIMESSE";"01/05/2003";"31/12/2004";"C";"2004";"2003";"Economico 2. biennio";"2003";"IC31030";"17/04/2003";"";
"ALBERGHI: Dirigenti";"";"";"C";"";"2007";"Verbale Integrativo";"";"H061070";"17/04/2007";"";
"ALIMENTARISTI: P.M.I.";"01/01/2008";"31/12/2011";"C";"2011";"2008";"Testo definitivo";"2008";"E018";"17/04/2008";"";
"ALIMENTARISTI: P.M.I.";"01/01/2008";"31/12/2011";"C";"2011";"2008";"Accordo di rinnovo";"2008";"E018080";"17/04/2008";"";
"LAPIDEI (Estr. e Lavoraz.): Industrie";"01/04/2008";"31/03/2012";"C";"2012";"2008";"Accordo di rinnovo";"2008";"F041";"17/04/2008";"";
"ALBERGHI: Dirigenti Catene Alberghiere";"01/01/2011";"31/12/2013";"F";"2013";"2012";"Accordo di rinnovo";"2011";"H063";"17/04/2012";"SI";
"SCUOLE PRIVATE (Istituti Ecclesiastici - AGIDAE)";"18/05/1991";"31/12/1993";"C";"1993";"1991";"Testo definitivo";"1991";"T241910";"17/05/1991";"";
"SANITA': Dipendenti AVIS";"01/01/1998";"31/12/2001";"C";"2001";"1999";"Testo definitivo";"1998";"T031990";"17/05/1999";"";
"ANAS";"01/01/1998";"31/12/2001";"C";"2001";"1999";"Testo definitivo";"1998";"T511990";"17/05/1999";"";
"CONSORZI AGRARI: Dirigenti";"";"";"C";"";"2001";"Verbale integrativo";"";"A151010";"17/05/2001";"";
"PRESIDENZA DEL CONSIGLIO DEI MINISTRI";"01/01/2002";"31/12/2005";"C";"2005";"2004";"Testo definitivo";"2002";"S000040";"17/05/2004";"";
"IPPICA: Dipendenti Societa' Corse dei Cavalli";"";"";"C";"";"2007";"Verbale Integrativo";"";"GI91070";"17/05/2007";"";
"RECAPITO CORRISPONDENZA";"01/06/2007";"31/05/2011";"C";"2011";"2007";"Accordo di rinnovo";"2007";"V311070";"17/05/2007";"";
"RECAPITO CORRISPONDENZA";"01/06/2007";"31/05/2011";"I";"2011";"2007";"Testo definitivo";"2007";"V311";"17/05/2007";"SI";
"COMMERCIO E SERVIZI: Dirigenti";"01/01/1997";"31/12/1998";"C";"1998";"1997";"Economico 2. biennio";"1997";"H021970";"17/06/1997";"";
"AEREI: Personale di Terra (Assaeroporti)";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"I851011";"17/06/2002";"";
"GOMMA E PLASTICA: P.M.I.";"01/01/2004";"31/12/2007";"C";"2007";"2004";"Testo definitivo";"2004";"B375040";"17/06/2004";"";
"BANCARI: Casse Rurali - Credito Cooperativo: Dirigenti (Cooperative)";"17/06/2008";"31/12/2011";"C";"2011";"2008";"Testo definitivo";"2008";"J282";"17/06/2008";"SI";
"BANCARI: Casse Rurali - Credito Cooperativo (Cooperative)";"17/06/2008";"31/12/2011";"C";"2011";"2008";"Testo definitivo";"2008";"J283";"17/06/2008";"SI";
"PULIZIA: Igiene Urbana MUNICIPALIZZATE";"01/01/2011";"31/12/2013";"C";"2013";"2011";"Accordo di rinnovo";"2011";"K541";"17/06/2011";"SI";
"AGRICOLTURA: Cooperative e Consorzi Agricoli";"01/01/1990";"31/12/1993";"C";"1993";"1991";"Accordo di rinnovo";"1990";"A016910";"17/07/1991";"";
"AGRICOLTURA: Cooperative e Consorzi Agricoli";"01/01/1990";"31/12/1993";"C";"1993";"1991";"Testo definitivo";"1990";"A016911";"17/07/1991";"";
"FOTOINCISIONE Quadri e Cilindri per Stampa Tessile";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"D315950";"17/07/1995";"";
"SOCCORSO E ASSISTENZA STRADALE";"";"";"C";"";"1995";"Verbale integrativo";"";"IC81950";"17/07/1995";"";
"ESATTORIE: Personale Direttivo Concessionari";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Accordo di rinnovo";"1995";"J321950";"17/07/1995";"";
"ESATTORIE: Personale Direttivo Concessionari";"01/07/1995";"30/06/1999";"C";"1999";"1995";"Testo definitivo";"1995";"J321951";"17/07/1995";"";
"CARTARIE E CARTOTECNICHE-EDITORIA E GRAFICA: P.M.I.";"01/01/2001";"31/12/2004";"C";"2004";"2001";"Accordo di rinnovo";"2001";"G029010";"17/07/2001";"";
"EDILI: P.M.I. Artigiane Cooperative - CNAI";"01/06/2002";"31/05/2006";"C";"2006";"2002";"Testo definitivo";"2002";"F019020";"17/07/2002";"";
"MARITTIMI: Cap. Lungo Corso Armamento Libero";"";"";"C";"";"2003";"Verbale integrativo";"";"I441031";"17/07/2003";"";
"MARITTIMI: Uffici e Operai Societa' di Navigazione";"";"";"C";"";"2003";"Verbale integrativo";"";"I5B3030";"17/07/2003";"";
"MARITTIMI: Uffici e Operai Societa' di Navigazione";"01/01/2003";"31/12/2006";"C";"2006";"2003";"Accordo di rinnovo";"2003";"I5B3031";"17/07/2003";"";
"MARITTIMI: Uffici Societa' Servizi Locali";"01/01/2003";"31/12/2006";"C";"2006";"2003";"Accordo di rinnovo";"2003";"I5C2030";"17/07/2003";"";
"MARITTIMI: Navi da diporto";"01/08/2007";"31/07/2011";"C";"2011";"2007";"Testo definitivo";"2007";"I655";"17/07/2007";"SI";
"VETRO: Industrie";"01/08/2008";"31/08/2010";"C";"2010";"2008";"Economico 2. biennio";"2008";"B132";"17/07/2008";"";
"VETRO: Industrie";"01/08/2008";"31/08/2010";"C";"2010";"2008";"Economico 2. biennio";"2008";"B132";"17/07/2008";"";
"FEDERCASA";"01/01/2006";"31/12/2009";"C";"2009";"2008";"Testo definitivo";"2006";"T611";"17/07/2008";"SI";
"TABACCO: (Lavorazione del)";"01/01/2009";"31/12/2010";"C";"2010";"2009";"Economico 2. biennio";"2009";"E042";"17/07/2009";"";
"PENNE SPAZZOLE ... : Industrie";"01/10/1997";"31/12/1999";"C";"1999";"1997";"Economico 2. biennio";"1997";"D241970";"17/09/1997";"";
"OCCHIALI: Industrie";"01/10/1997";"31/12/1999";"C";"1999";"1997";"Economico 2. biennio";"1997";"D271970";"17/09/1997";"";
"ASSICURAZIONI: Agenzie INA VITA-ASSITALIA (Dipendenti)";"17/09/2002";"31/12/2004";"C";"2004";"2002";"Testo definitivo";"2002";"J175020";"17/09/2002";"";
"CONCIA: Industrie";"17/09/2003";"31/10/2006";"C";"2006";"2003";"Testo definitivo";"2003";"B101030";"17/09/2003";"";
"ASSICURAZIONI: Dipendenti (ANIA)";"17/09/2007";"31/12/2009";"C";"2009";"2007";"Testo definitivo";"2007";"J121";"17/09/2007";"";
"ASSICURAZIONI: Dipendenti (ANIA)";"17/09/2007";"31/12/2009";"C";"2009";"2007";"Accordo di rinnovo";"2007";"J121070";"17/09/2007";"";
"SOCIETA' FINANZIARIE E SERVIZI: Dipendenti";"";"";"F";"";"2012";"Verbale Integrativo";"";"J2E0";"17/09/2012";"";
"IPPICA: Scuderie Cavalli da Corsa al Galoppo";"01/06/1990";"31/08/1993";"C";"1993";"1990";"Testo definitivo";"1990";"GI31900";"17/10/1990";"";
"LATERIZI E MANUF. IN CEMENTO: Industrie";"01/10/1994";"30/09/1998";"C";"1998";"1994";"Accordo di rinnovo";"1994";"F021940";"17/10/1994";"";
"LATERIZI E MANUF. IN CEMENTO: Industrie";"01/10/1994";"30/09/1998";"C";"1998";"1994";"Testo definitivo";"1994";"F021941";"17/10/1994";"";
"SCUOLE PRIVATE (Istituti Ecclesiastici - AGIDAE)";"01/01/2002";"31/12/2005";"C";"2005";"2002";"Testo definitivo";"2002";"T241020";"17/10/2002";"";
"COMMERCIO: Cooperative di Consumo";"01/01/2003";"31/12/2006";"C";"2006";"2005";"Testo definitivo";"2003";"H016050";"17/10/2005";"";
"TEATRI: Personale non Artistico";"01/01/2004";"31/12/2007";"C";"2007";"2005";"Testo definitivo";"2004";"G311050";"17/10/2005";"SI";
"AREA IV: Dirigenti (SANITA' Area Medica)";"01/01/2006";"31/12/2009";"C";"2009";"2008";"Accordo di rinnovo";"2006";"S223";"17/10/2008";"SI";
"AREA III: Dirigenti (SANITA' Area non Medica)";"01/01/2006";"31/12/2009";"C";"2009";"2008";"Accordo di rinnovo";"2006";"S233";"17/10/2008";"SI";
"ACQUEDOTTI E GAS (Municipalizzate)";"01/01/1995";"31/12/1998";"C";"1998";"1995";"Accordo di rinnovo";"1995";"K261950";"17/11/1995";"";
"ACQUEDOTTI E GAS (Municipalizzate)";"01/01/1995";"31/12/1998";"C";"1998";"1995";"Testo definitivo";"1995";"K261951";"17/11/1995";"";
"FERROVIE: Operai e Impiegati";"";"";"C";"";"1998";"Verbale integrativo";"";"I319981";"17/11/1998";"";
"LAVANDERIE  TINTORIE ... : Industrie";"01/07/1999";"30/06/2003";"C";"2003";"1999";"Accordo di rinnovo";"1999";"D0L1990";"17/11/1999";"";
"LAVANDERIE  TINTORIE ... : Industrie";"01/07/1999";"30/06/2003";"C";"2003";"1999";"Testo definitivo";"1999";"D0L1991";"17/11/1999";"";
"FOTO LABORATORI CONTO TERZI";"01/05/1999";"30/04/2003";"C";"2003";"1999";"Accordo di rinnovo";"1999";"G511990";"17/11/1999";"";
"FOTO LABORATORI CONTO TERZI";"01/05/1999";"30/04/2003";"C";"2003";"1999";"Testo definitivo";"1999";"G511991";"17/11/1999";"";
"MARITTIMI: Stato Maggiore Navi Locali";"17/11/1999";"31/12/2002";"C";"2002";"1999";"Accordo di rinnovo";"1999";"I632990";"17/11/1999";"";
"MARITTIMI: Stato Maggiore Societa' ex P.I.N.";"17/11/1999";"31/12/2002";"C";"2002";"1999";"Accordo di rinnovo";"1999";"I653990";"17/11/1999";"";
"PENNE SPAZZOLE ... : P.M.I.";"01/01/2000";"31/12/2003";"C";"2003";"2000";"Testo definitivo";"2000";"D248000";"17/11/2000";"";
"OCCHIALI: P.M.I.";"01/01/2000";"31/12/2003";"C";"2003";"2000";"Testo definitivo";"2000";"D278000";"17/11/2000";"";
"AEREI: Personale di Terra (Assaeroporti)";"";"";"C";"";"2006";"Verbale integrativo";"";"I851061";"17/11/2006";"";
"ISTITUTI SOCIO-SANITARI-ASSISTENZIALI (VALDESI)";"01/01/2006";"31/12/2009";"I";"2009";"2008";"Accordo di rinnovo";"2006";"T101";"17/11/2008";"SI";
"FERROVIE: Vagon Lits";"01/01/1990";"31/12/1993";"C";"1993";"1990";"Testo definitivo";"1990";"I331900";"17/12/1990";"";
"ALBERGHI: Dipendenti Catene Alberghiere";"01/07/1994";"30/06/1998";"C";"1998";"1994";"Testo definitivo";"1994";"H062950";"17/12/1994";"";
"ESATTORIE: Cons. Naz. Obblig. Esattori Imposte Dirette";"";"";"C";"";"1999";"Verbale integrativo";"";"J341991";"17/12/1999";"";
"ESATTORIE: Cons. Naz. Obblig. Es. Imp.Dirette (pers. dir.)";"";"";"C";"";"1999";"Verbale integrativo";"";"J342991";"17/12/1999";"";
"ALIMENTARISTI: P.M.I.";"01/01/2002";"31/12/2003";"C";"2003";"2001";"Economico 2. biennio";"2002";"E018010";"17/12/2001";"";
"EDITORIA E GRAFICA: Industrie";"01/01/2002";"31/12/2003";"C";"2003";"2001";"Economico 2. biennio";"2002";"G011010";"17/12/2001";"";
"CHIMICO FARMACEUTICA e AFFINI: Industrie";"01/01/2004";"31/12/2005";"C";"2005";"2003";"Economico 2. biennio";"2004";"B011031";"17/12/2003";"";
"LAVANDERIE  TINTORIE ... : Industrie";"01/07/2007";"30/06/2011";"C";"2011";"2007";"Testo definitivo";"2007";"D0L1";"17/12/2007";"";
"SANITA': Personale non medico area privata";"01/01/2006";"31/12/2007";"C";"2007";"2008";"Economico 2. biennio";"2006";"T011";"17/12/2008";"";
"PULIZIA: Igiene Urbana PRIVATE";"01/01/2007";"31/12/2010";"F";"2010";"2009";"Testo definitivo";"2007";"K531";"17/12/2009";"SI";
"LOGISTICA  TRASPORTO MERCI E SPEDIZIONE";"";"";"I";"";"2010";"Accordo di rinnovo";"";"I100";"17/12/2010";"";
"LAVANDERIE  TINTORIE ... : Artigiane";"01/01/1989";"31/12/1991";"C";"1991";"1989";"Testo definitivo";"1989";"D0L5890";"18/01/1989";"";
"PROPRIETARI FABBRICATI (Dipendenti)";"01/01/2001";"31/12/2002";"C";"2002";"2001";"Economico 2. biennio";"2001";"H401010";"18/01/2001";"";
"AUTORIMESSE";"01/03/2000";"30/06/2004";"C";"2004";"2001";"Accordo di rinnovo";"2000";"IC31010";"18/01/2001";"";
"TEATRI STABILI/ETI: Personale non Artistico";"01/01/2006";"31/12/2007";"C";"2007";"2007";"Economico 2. biennio";"2006";"G319070";"18/01/2007";"";
"DIRIGENTI: Aziende Industriali";"01/01/1992";"30/06/1993";"C";"1993";"1992";"Testo definitivo";"1992";"V012920";"18/02/1992";"";
"LAMPADE E VALVOLE TERMOJONICHE";"31/08/1996";"31/08/1998";"C";"1998";"1997";"Economico 2. biennio";"1996";"B142970";"18/02/1997";"";
"EDILI: P.M.I.";"01/01/2002";"31/12/2003";"C";"2003";"2002";"Economico 2. biennio";"2002";"F018020";"18/02/2002";"";
"ENAC (Ente Nazionale Aviazione Civile)";"01/01/2000";"31/12/2001";"C";"2001";"2002";"Economico 2. biennio";"2000";"S713020";"18/02/2002";"";
"SANITA': Medici generici fiduciari";"01/01/1998";"31/12/2000";"C";"2000";"2003";"Testo definitivo";"1998";"S275040";"18/02/2003";"SI";
